R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,uniqueNetworkLocation,country,source,major,,,,,,,,
3,4,4,1,1,4,2,4,4,5,5,4,4,2,4,3,2,1,1,1,1,2,1,2,5,4,4,2,5,2,2,4,3,1,1,5,3,2,5,1,3,2,3,4,3,4,3,4,14,367,552,4,6,6,5,5,4,7,1,5,7,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,2,1,42,1,1,1,4,1,2,4,1,NZ,0,Finance,,,,,,,,
1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,2,5,4,3,5,4,4,5,3,5,4,3,5,4,5,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,19,122,168,7,2,7,2,7,4,7,5,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,2,2,1,57,1,6,1,4,1,2,3,1,US,0,Biology,,,,,,,,
3,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,5,1,1,2,2,1,1,1,1,1,1,1,5,2,2,2,4,1,4,2,3,137,162,2,7,7,2,6,7,5,1,6,4,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,1,1,17,1,12,1,4,2,1,2,2,CA,0,,,,,,,,,
3,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,3,2,3,3,1,1,3,2,4,3,3,2,4,1,2,2,2,2,3,4,4,3,3,3,3,2,2,4,4,1,3,3,8,490,150,4,4,6,4,7,2,4,4,4,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,4,5,5,2,1,2,1,US,1,,,,,,,,,
4,2,4,3,2,2,2,2,4,4,4,3,3,2,2,2,4,4,2,4,2,2,4,2,2,3,4,4,2,2,4,2,1,3,2,2,2,3,2,2,3,1,3,2,3,3,3,3,12,222,175,6,6,6,3,6,4,6,3,4,2,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,2,3,1,1,51,1,2,3,4,1,2,3,1,GB,2,,,,,,,,,
1,2,3,3,2,3,1,1,1,2,3,2,3,3,2,4,2,2,3,2,3,1,2,4,1,1,3,2,3,2,1,4,2,1,4,2,3,2,2,4,2,4,2,2,3,2,2,4,79,153,182,2,2,1,2,5,1,1,6,3,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,32,1,7,3,1,1,2,3,1,PH,1,teaching,,,,,,,,
4,2,4,4,4,4,4,4,2,5,4,2,4,4,4,5,2,2,5,4,3,2,4,4,4,4,4,2,4,4,4,2,1,2,2,2,3,2,4,5,2,4,3,3,4,4,2,2,4,694,345,6,5,6,2,6,3,6,6,6,2,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,2,2,2,1,21,3,1,2,4,1,1,3,1,US,0,Mortuary,Science,,,,,,,
1,2,1,5,1,4,1,4,5,5,5,4,5,5,5,2,4,4,5,4,5,4,1,5,3,4,3,2,3,2,5,1,1,1,3,2,3,1,3,1,1,1,1,1,2,3,1,1,2,423,201,1,5,7,2,7,7,6,5,6,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,31,1,2,1,1,2,1,1,1,US,1,ARCHITECTURE,,,,,,,,
1,1,1,1,1,1,1,1,4,4,3,1,3,3,2,4,3,3,1,3,1,3,1,4,4,3,2,3,2,2,4,2,3,2,4,1,5,2,4,3,4,3,5,4,5,5,3,5,9,232,175,6,1,6,3,7,1,7,2,6,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,2,1,40,1,7,0,4,1,2,5,1,US,1,Accounting,,,,,,,,
5,3,1,3,1,1,1,1,5,5,5,5,5,5,5,4,1,3,5,5,1,2,5,4,4,5,5,5,3,5,5,5,1,5,4,3,5,5,1,5,3,3,3,3,2,5,3,2,38,151,125,7,4,7,2,7,4,7,1,6,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,2,1,20,3,4,1,4,1,1,1,1,CA,0,,,,,,,,,
3,1,3,1,3,2,3,4,1,3,1,1,1,1,1,1,1,3,1,1,1,5,3,3,5,1,5,5,4,4,4,4,3,5,3,5,4,3,2,3,3,1,3,3,1,5,1,1,716,465,673,6,2,2,6,4,4,4,6,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,14,1,4,1,4,2,1,2,1,US,1,,,,,,,,,
1,1,1,1,1,1,1,1,1,4,3,1,1,5,1,4,1,1,4,2,3,3,1,4,4,5,5,2,5,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,333,119,107,6,5,2,5,6,2,7,5,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,4,3,2,1,21,1,2,2,4,1,1,2,2,CA,0,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,3,5,4,2,4,3,1,3,5,5,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,143,126,6,3,6,5,3,4,7,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,1,13,1,7,1,3,2,1,4,1,US,2,,,,,,,,,
4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,1,2,2,1,2,1,5,4,3,1,1,4,3,4,2,2,2,1,2,1,4,1,1,3,1,4,2,2,2,3,3,1,4,215,190,5,6,5,2,6,4,4,6,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,36,1,1,1,4,2,2,2,1,US,1,engineering,,,,,,,,
5,4,1,4,1,4,3,4,3,4,4,4,3,4,3,4,2,5,5,3,2,2,4,5,4,5,4,2,4,5,5,4,1,3,4,5,3,5,3,4,1,4,3,3,3,3,3,2,32,179,149,5,6,1,7,6,4,6,7,2,2,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,2,24,2,10,1,3,2,2,3,1,ZA,0,Fashion,,,,,,,,
5,4,1,3,1,3,1,1,5,5,5,5,5,5,4,3,3,4,5,4,4,4,3,4,4,3,4,3,4,3,3,3,2,1,3,3,4,1,2,1,1,1,1,1,1,1,1,1,11,241,184,5,3,5,3,6,3,6,3,6,2,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,3,3,2,1,49,1,4,0,4,2,1,3,2,US,2,English,,,,,,,,
1,5,2,2,1,5,2,5,3,3,3,2,2,5,2,3,3,3,3,5,4,5,5,4,2,5,3,5,2,5,5,4,1,5,4,5,2,5,5,3,2,4,2,5,1,2,1,1,59,324,904,5,6,6,7,7,7,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,21,2,7,1,3,2,1,2,1,US,1,,,,,,,,,
3,2,1,3,2,2,2,2,4,5,4,4,4,4,4,4,5,4,5,5,5,5,3,3,3,4,4,2,4,3,4,2,2,2,2,2,4,2,2,3,2,2,3,3,2,3,2,2,33,279,299,5,2,7,6,7,5,7,2,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,1,1,25,1,1,1,4,2,1,2,1,US,0,Music,,,,,,,,
3,1,1,1,1,1,1,1,4,4,1,2,1,2,1,1,2,2,2,3,5,1,1,1,4,5,3,3,5,3,4,3,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,190,219,5,2,6,7,5,6,7,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,2,1,22,1,12,1,5,1,1,3,1,US,0,psychology,,,,,,,,
4,2,4,3,2,2,2,2,4,4,4,3,4,4,3,4,5,3,4,4,4,4,2,5,3,4,3,4,3,4,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,236,114,3,3,6,6,6,7,7,3,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,2,1,1,19,2,2,1,4,1,1,2,1,CA,0,Fine,Art,,,,,,,
4,3,2,1,3,3,1,1,3,4,4,1,4,5,3,4,2,1,3,1,1,3,1,1,3,4,2,1,1,1,2,1,1,3,1,1,2,1,1,2,3,3,2,3,1,3,1,2,3,195,174,2,1,6,5,5,7,4,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,22,1,2,1,4,2,1,6,2,US,1,,,,,,,,,
1,2,1,2,2,3,2,2,3,5,5,4,4,5,2,5,4,5,5,5,5,5,4,5,4,5,5,4,5,5,5,1,1,4,2,2,2,2,2,4,2,3,2,2,2,3,2,2,11,145,127,1,1,3,7,6,2,7,7,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,1,1,4,4,2,1,3,1,US,0,,,,,,,,,
4,4,2,4,2,4,2,3,2,4,4,5,4,4,5,4,3,2,4,5,2,5,5,4,5,2,2,3,2,3,3,3,2,1,3,2,4,2,2,4,4,3,4,3,5,4,2,2,4,238,231,4,5,7,2,6,6,6,1,6,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4,1,1,2,40,1,1,1,4,1,2,2,1,CH,0,Maths,,,,,,,,
2,1,1,4,1,5,1,3,4,1,3,1,4,1,1,1,3,3,1,3,4,3,1,1,5,5,3,3,5,5,5,2,1,1,1,1,1,1,1,3,3,3,1,3,4,4,2,1,2163,323,233,2,3,7,3,6,7,7,5,6,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,26,1,7,1,4,1,1,3,1,US,0,Special,Education,,,,,,,
4,1,1,2,1,1,1,1,4,4,5,4,4,4,4,4,4,3,1,4,5,5,1,3,4,5,5,4,5,4,5,3,2,4,4,3,5,2,3,3,2,5,2,4,5,5,1,3,3,237,180,6,5,6,2,7,6,6,2,7,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,2,1,1,19,1,9,1,4,1,1,3,1,US,1,Psychology,,,,,,,,
5,3,3,3,2,4,2,3,5,4,4,3,3,4,3,3,3,3,3,4,3,5,3,3,4,5,5,4,4,5,5,5,3,2,5,3,3,3,3,3,3,3,3,2,3,3,3,2,72,256,776,7,1,6,4,6,6,7,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,1,2,57,1,4,1,1,2,2,7,1,US,2,business,management,,,,,,,
4,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,2,2,3,1,1,2,4,1,1,3,4,3,4,1,3,2,1,1,2,3,2,3,1,1,1,1,1,2,1,1,1,1,9,202,178,5,2,6,1,7,6,5,6,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,16,1,4,1,4,2,1,2,1,US,0,,,,,,,,,
4,1,1,2,1,2,1,1,4,2,2,4,4,2,2,1,3,2,4,2,3,3,1,3,4,4,5,2,5,4,3,5,4,4,4,4,5,4,4,3,5,5,5,5,5,4,5,5,3,169,95,6,5,6,3,6,5,6,2,6,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,45,1,6,1,3,1,2,3,1,US,2,PSYCHOLOGY,,,,,,,,
2,1,1,1,1,1,2,1,5,5,5,1,4,5,5,1,3,1,2,1,1,4,2,4,2,5,1,1,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,11,167,144,6,5,6,6,5,5,7,3,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,23,1,2,1,4,2,2,2,1,US,1,,,,,,,,,
1,2,3,1,3,1,3,3,3,4,3,3,3,5,4,3,1,3,5,4,5,4,3,4,3,1,3,5,4,3,4,0,1,1,4,1,4,4,2,3,1,1,1,1,2,0,1,1,2,288,170,2,3,6,4,5,4,7,2,5,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,4,2,1,1,31,2,4,1,4,2,2,4,1,US,1,Politics,,,,,,,,
3,1,1,2,1,1,1,1,2,3,1,1,2,1,2,3,5,5,5,5,5,5,2,3,1,1,1,2,3,3,2,2,1,1,3,2,3,1,2,2,1,1,1,1,1,1,1,1,20,169,169,1,1,2,6,4,7,7,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,15,1,1,1,4,2,1,2,1,US,2,,,,,,,,,
3,3,3,3,3,3,3,3,3,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,5,3,5,5,3,5,3,3,5,300,472,5,5,6,2,6,5,7,2,6,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,3,2,1,24,1,7,4,4,1,1,6,1,US,0,psychology,,,,,,,,
1,1,1,1,1,1,1,1,4,5,4,5,2,5,3,4,4,5,4,2,4,2,5,5,4,4,4,3,4,5,5,4,1,3,4,4,4,4,1,3,1,3,1,2,1,1,1,1,13,159,123,6,3,6,5,6,1,5,1,5,3,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,4,2,2,1,23,2,2,1,4,1,1,1,1,US,1,Clinical,Psychology,,,,,,,
1,1,2,1,1,1,1,1,5,4,4,4,5,2,5,3,2,2,2,1,3,1,1,1,3,3,3,1,4,2,3,3,2,1,2,2,3,2,2,2,2,1,1,1,4,2,1,1,8,260,166,1,5,6,2,7,5,6,2,5,3,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,2,2,1,16,1,6,2,4,2,1,4,1,US,0,,,,,,,,,
5,2,3,4,3,4,4,2,5,1,1,4,4,4,4,2,2,4,2,3,4,4,3,2,3,3,3,2,3,3,3,2,3,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,29,337,199,3,6,6,3,6,7,3,3,6,4,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,3,2,2,2,20,2,10,1,1,1,1,4,1,ID,2,Medicine,,,,,,,,
4,2,3,2,2,2,2,2,2,4,3,2,2,3,2,3,3,4,4,4,5,4,2,4,4,3,1,3,3,3,4,3,4,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,625,328,5,1,6,2,6,7,6,1,7,5,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,3,3,1,2,21,1,3,1,1,1,1,3,1,TH,0,English,,,,,,,,
1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,3,2,2,3,2,3,2,3,3,2,2,2,2,1,1,2,2,3,2,3,1,2,2,3,1,2,2,1,2,1,1,24,170,99,7,2,7,5,7,2,6,2,6,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,23,1,1,1,4,2,1,3,1,US,0,Clinical,Psychology,,,,,,,
1,1,1,5,1,1,1,1,5,5,5,1,3,5,3,5,5,5,5,5,5,5,4,5,5,5,3,3,1,2,3,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,2,194,110,6,5,6,5,7,3,2,3,5,4,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,1,1,22,1,1,2,5,2,1,2,1,US,1,psychology,,,,,,,,
3,1,1,1,2,2,2,2,4,2,2,1,2,4,1,4,2,1,5,1,2,3,4,5,4,1,1,1,1,1,4,1,2,2,1,1,4,4,4,3,3,3,1,3,3,4,3,4,55,208,166,6,4,6,4,6,4,2,3,5,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,3,2,2,1,24,1,6,1,4,2,1,3,1,US,1,Product,Development,,,,,,,
1,4,1,1,1,5,1,2,5,5,5,5,5,5,5,5,3,2,2,1,5,5,1,2,5,5,5,5,5,5,5,2,1,1,1,1,2,4,1,1,1,1,1,1,5,5,2,1,4,253,243,6,5,7,5,7,3,7,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,1,34,1,7,1,4,1,2,4,2,US,0,Forensic,Psychology,,,,,,,
3,1,1,4,2,2,2,2,2,4,4,4,3,4,3,3,3,5,4,5,5,5,4,4,3,4,4,2,4,4,4,3,2,3,3,1,3,2,1,2,1,3,2,2,3,1,1,2,4,210,165,5,2,3,1,7,6,6,4,7,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,2,1,1,16,1,1,1,4,2,1,2,2,US,1,,,,,,,,,
3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,13,55,96,5,7,5,6,5,2,3,6,6,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,1,1,44,1,4,1,1,1,1,3,2,SG,1,Science,,,,,,,,
1,1,1,1,1,1,1,1,1,4,4,1,3,3,3,1,1,1,5,5,4,3,3,1,3,1,4,3,3,4,4,3,2,4,1,3,3,5,3,3,1,1,1,1,2,1,1,1,2,143,156,5,4,4,5,6,6,6,3,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,19,1,12,1,4,2,1,7,2,US,1,,,,,,,,,
5,1,1,1,1,1,1,1,5,4,1,3,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,3,4,5,4,1,5,4,5,5,4,1,5,3,4,1,5,1,1,4,5,4485,281,198,1,7,5,6,5,7,1,7,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,18,1,2,1,5,2,1,3,2,US,1,,,,,,,,,
1,1,1,1,1,1,1,1,1,5,5,1,1,3,3,1,1,3,5,5,3,3,1,3,1,3,4,2,4,4,5,3,1,4,3,3,1,5,3,2,1,3,3,1,1,1,1,1,2,103,79,3,3,5,5,6,7,7,3,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,19,1,12,1,4,2,1,7,2,US,1,,,,,,,,,
5,3,4,4,4,3,4,4,4,4,5,4,5,4,3,3,4,5,4,4,4,2,3,3,3,4,5,5,4,3,4,4,4,4,4,4,3,4,3,3,4,3,5,5,3,4,3,4,7,95,95,3,2,2,3,4,4,5,3,5,6,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,3,1,2,50,1,3,1,1,1,1,0,1,SG,1,,,,,,,,,
1,2,4,3,3,3,3,3,4,5,5,3,5,5,5,5,2,4,4,4,5,4,3,3,3,4,3,3,4,3,3,2,2,2,4,3,4,4,3,3,2,5,4,3,4,3,3,3,4,311,242,5,5,5,5,7,7,3,5,4,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,1,29,1,12,4,4,2,1,2,1,CA,0,,,,,,,,,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,3,4,5,5,2,4,4,5,4,4,4,3,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,17,290,110,2,1,6,6,6,6,7,2,6,3,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,1,2,1,18,1,0,3,4,2,1,2,1,US,1,English,,,,,,,,
1,1,1,2,1,1,1,1,1,5,4,2,4,4,2,3,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,2,2,4,4,3,2,4,4,4,2,3,3,2,2,2,2,60205,185,214,7,1,5,1,7,2,7,4,4,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,23,1,1,1,4,1,1,2,1,US,0,International,Affairs,,,,,,,
1,1,1,1,1,1,1,1,3,3,3,5,4,3,3,4,1,3,4,3,4,2,2,4,5,3,1,3,3,3,3,3,5,5,3,1,3,3,4,3,1,1,2,3,1,1,1,1,10,178,127390,7,1,6,7,4,4,7,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,48,1,4,3,4,1,1,4,1,US,0,Business,Administration,,,,,,,
2,1,1,1,2,1,1,1,4,4,4,1,3,4,3,1,2,2,2,1,2,2,1,1,4,4,4,2,4,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,11,280,182,2,6,6,7,3,6,4,2,3,3,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1,2,2,4,2,1,3,1,US,1,,,,,,,,,
2,1,1,1,1,1,1,1,3,3,2,1,1,2,1,2,4,4,4,5,4,4,4,4,5,3,3,4,5,4,4,3,1,2,3,2,4,2,2,3,1,1,2,3,2,2,1,1,77,250,232,2,4,6,5,5,7,7,2,4,3,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,2,1,1,17,2,6,1,1,2,1,2,1,MY,1,,,,,,,,,
1,4,1,2,1,4,1,4,3,3,2,3,2,3,2,2,5,4,5,5,5,5,5,4,5,3,2,5,2,5,3,2,3,3,3,2,5,3,2,3,1,1,2,1,2,1,2,1,11,303,167,6,5,6,3,6,1,5,1,7,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,4,2,2,1,23,2,4,1,4,1,1,1,1,US,0,Marketing,,,,,,,,
3,1,1,1,1,2,1,1,3,2,3,1,2,2,1,1,1,1,3,3,2,4,2,3,4,4,4,3,4,4,4,3,1,3,4,3,3,3,2,2,1,2,1,2,1,1,1,1,34,180,228,2,6,5,6,5,6,6,2,5,3,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,3,3,2,1,25,1,5,1,4,2,2,4,1,US,1,Psychology,,,,,,,,
2,1,1,3,3,3,3,1,5,1,1,3,2,1,2,1,4,2,5,5,2,5,5,3,4,4,4,1,5,5,5,2,4,1,2,4,3,4,3,4,2,1,2,1,1,1,1,1,3,157,179,6,1,6,5,5,5,7,5,7,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,30,2,5,1,4,2,2,5,1,US,1,Psychology,School,Counseling,,,,,,
3,0,0,0,2,3,2,2,3,4,0,0,3,2,1,2,4,4,0,0,2,2,1,3,0,0,0,5,4,4,4,5,0,0,0,5,2,2,0,2,0,0,0,2,1,1,2,2,4,995,2090,5,2,6,4,6,5,6,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,16,1,12,1,5,2,1,3,1,US,0,Biology,,,,,,,,
3,4,1,2,1,4,4,4,3,3,3,1,2,2,2,2,2,4,4,4,4,5,4,3,4,3,2,4,2,4,4,1,1,2,2,4,1,2,2,2,1,4,1,2,2,2,1,1,2,218,84,5,7,2,6,6,5,3,7,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,3,2,1,18,1,1,2,4,2,1,3,1,US,0,,,,,,,,,
1,1,1,2,1,1,3,1,2,3,3,2,2,3,3,1,5,3,3,5,5,5,5,3,2,1,3,3,4,3,4,2,1,3,5,5,5,5,3,3,2,2,4,4,3,3,5,4,21,541,555,6,1,5,6,7,7,7,3,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,16,2,12,1,5,2,1,4,2,MY,0,civil,engineering,,,,,,,
1,1,1,1,1,1,1,1,2,5,3,1,3,4,1,1,3,5,1,5,3,5,4,5,1,4,5,1,5,2,2,2,1,1,3,1,5,1,3,2,1,1,1,3,3,1,3,2,3,135,128,3,1,6,2,6,5,7,1,6,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,3,2,2,1,19,1,4,1,4,2,1,3,1,US,1,Professional,Communication,,,,,,,
1,1,1,1,1,1,1,1,3,0,3,3,2,3,2,1,5,0,4,5,5,5,5,3,3,1,3,4,4,4,4,3,2,4,5,5,5,5,2,4,3,3,3,3,2,2,4,2,3,195,127,6,1,5,6,7,6,6,2,6,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,16,3,10,1,1,2,1,4,2,MY,0,civil,engineering,,,,,,,
1,2,1,1,1,2,1,2,3,2,2,1,1,3,1,1,3,4,3,3,5,4,3,4,3,3,1,3,3,1,4,1,2,4,3,1,2,2,2,3,2,3,2,1,1,2,1,2,7,232,224,3,2,5,5,7,3,7,2,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,2,1,40,1,12,1,4,2,3,3,1,US,1,Art,history,,,,,,,
2,1,1,4,1,1,1,1,4,5,4,5,4,5,5,3,4,4,5,5,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,3,4,5,5,5,1,3,57,320,187,1,3,4,3,7,4,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,1,15,1,2,1,5,2,1,3,2,US,1,undecided,,,,,,,,
2,1,1,3,1,1,1,1,3,4,3,4,3,3,4,3,1,1,1,1,1,1,1,1,1,4,4,1,3,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,9,140,130,3,6,4,7,4,6,4,4,3,5,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,2,3,2,1,16,1,0,1,4,2,1,3,1,US,0,,,,,,,,,
2,1,3,1,1,3,1,1,5,3,3,5,4,5,5,3,3,1,2,3,4,5,4,1,4,4,5,5,5,5,4,4,3,5,5,4,5,5,5,4,2,3,3,2,3,3,4,2,60,312,251,7,5,7,2,4,2,5,1,6,3,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,3,3,2,1,38,1,7,1,4,1,2,3,1,US,1,Biology,,,,,,,,
3,1,1,5,1,3,1,1,5,5,5,5,5,4,4,4,3,4,5,4,5,4,5,5,4,3,3,1,4,1,3,1,1,1,1,1,2,1,3,2,1,1,1,1,4,1,1,1,2,165,151,1,5,3,7,7,7,6,3,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,3,2,1,16,1,2,1,5,2,1,4,1,US,0,,,,,,,,,
3,5,2,3,4,4,4,4,3,3,3,2,4,3,4,5,3,2,1,4,4,2,5,2,4,5,4,4,4,4,5,3,4,5,4,2,4,3,4,5,2,4,2,2,1,3,2,2,7,374,289,5,5,6,1,7,6,6,4,7,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,0,1,1,18,1,12,1,3,2,1,2,1,US,0,Marketing,,,,,,,,
1,1,1,1,1,1,1,1,5,5,5,5,4,5,5,5,2,4,5,2,3,4,2,5,5,3,5,4,5,4,3,4,3,1,4,3,4,3,3,4,2,2,2,2,3,2,4,1,5,29133,279,2,3,4,4,3,7,6,4,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,14,1,4,1,1,2,1,3,2,PH,0,Medicine,/,Psychology,,,,,,
4,3,1,3,2,3,1,2,2,4,2,2,2,2,2,2,3,4,2,3,2,4,1,2,4,3,1,2,2,3,4,3,1,2,2,2,2,2,2,4,4,3,4,4,4,4,4,4,9,341,206,7,2,5,1,6,3,7,3,6,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,3,1,1,1,49,2,1,1,4,2,3,3,1,AU,2,Geology,,,,,,,,
4,1,1,1,2,1,2,1,4,4,3,2,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,4,5,3,3,1,3,1,1,1,2,3,1,1,2,2,1,1,2,2,2,2,27,367,289,6,6,7,6,5,6,7,2,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,20,2,7,0,3,2,1,4,2,US,0,Sociology,,,,,,,,
